"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0060M000014N4OyQAK","CMRCL","AMER","1K-5K",4380,"agent","New Business","SDR","Other",0,"Y","High Tech","<50","Basic"
"0060M000014N4F0QAK","ENTR","APAC","1K-5K",2050.95,"Transport for NSW_ISVForce","New Business","AE","Other",0,"Y","Public Sector",">5000","Premier"
"0060M0000143kHNQAY","ESMB","AMER","1K-5K",1260,"Tenzing - Webstore","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000014JzTrQAK","CMRCL","EMEA","10K-100K",36655.2,"Enfo Sweden - +2EE Sales Cloud (83EE)","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M000014N4A0QAK","ENTR","AMER","<1K",0,"Gateway Church_OEM","Add-On Business","AE","Other",0,"Y","Other","1000-5000","Basic"
"0060M0000153KarQAE","ESMB","EMEA","1K-5K",1247.4,"Reflective Measurement Systems Ltd- 2 PE","New Business","SDR","Demo Center Registration",0,"Y","High Tech","<50","Basic"
"0060M0000157FzxQAE","CMRCL","EMEA","<1K",0,"Altares - Courtesy before transfert ORG 1 to ORG 2","Courtesy","AE","Other",0,"Y","Professional Services","200-1000","Premier"
"0060M0000157G60QAE","ESMB","AMER","1K-5K",1050,"Pondurance (+1) 16 EE","Add-On Business","AE","Other",0,"Y","Professional Services","<50","Basic"
"0060M000014zL1sQAE","ENTR","AMER","10K-100K",58800,"JCI BT&S - CPQ 100","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","1000-5000","Premier"
"00630000011iI8bAAE","CMRCL","AMER","10K-100K",44280,"Altisource Solutions S.à r.l. (+30) 310","Add-On Business","AE","Other",1085,"Y","Financial Services","200-1000","Premier"
"0060M000014UOyqQAG","ENTR","AMER","<1K",747,"LifeMoves_ISVForce","New Business","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0060M000013wSIpQAM","ESMB","JP","5K-10K",9600,"COKS INC. ISVForce_SunBridge_Plan-960 +1(1)","New Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M00001433D1QAI","CMRCL","AMER","1K-5K",3897,"Advisorbox_ISVForce","New Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"0060M000014J6fQQAS","CMRCL","AMER","10K-100K",13800,"RentersWarehouse - +10 (140) UE","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","200-1000","Premier"
"0060M000014Io1fQAC","CMRCL","AMER","1K-5K",2500.2,"Smartpods -- (+3) 3 PE","New Business","SDR","Video",0,"Y","Professional Services","<50","Basic"
"0060M000014F8ESQA0","ESMB","AMER","<1K",180,"Frank Blakeley_OEM","Add-On Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0060M000014MeAtQAK","ESMB","EMEA","<1K",0,"Gelato AS 3EE service cloud courtesy","Courtesy","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M000014hKeCQAU","ESMB","AMER","<1K",504,"Waleed Delawari - New Business - Quip - Business - Ecommerce","New Business","SDR","Sign-Up Form",0,"Y","Financial Services","<50","Basic"
"0060M000014eApXQAU","CMRCL","AMER","<1K",0,"Adcrush Media + 1 EE","Courtesy","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M000014l72uQAA","CMRCL","EMEA","<1K",568.8,"PCI PAL +1PE(12PE)","Add-On Business","AE","Other",0,"Y","Communications & Media","200-1000","Basic"
"0060M000014VUNtQAO","ESMB","EMEA","1K-5K",1080,"Yotpo +1EE SFA (166)","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"00630000012WjapAAC","ESMB","EMEA","<1K",104.2,"NEWCO Corporate Services, S.A._ISVForce","New Business","AE","Other",1046,"Y","Professional Services","<50","Basic"
"0060M000014M5aHQAS","CMRCL","EMEA","1K-5K",4551.98,"Dupont Medical Add On 3 licences","Add-On Business","BDR","Other",0,"Y","Healthcare & Life Sciences","50-200","Basic"
"0060M000014IDk2QAG","CMRCL","AMER","<1K",540,"Brother International Corporation_ISVForce","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Premier"
"0060M000014IDOuQAO","CMRCL","AMER","10K-100K",41717.4,"O.C. Tanner - 521 DDC Clean + 50 CRM/60 Force Product Swap","Add-On Business","AE","Other",0,"Y","Professional Services","1000-5000","Premier"
"0060M000015NrRkQAK","ENTR","AMER","1K-5K",3460.8,"Aetna - Next Gen (+2) 6 - Einstein Analytics","Add-On Business","ECS","Other",0,"Y","Healthcare & Life Sciences",">5000","Premier"
"0060M0000153u3nQAA","CMRCL","AMER","1K-5K",1500,"Build Realty (+1) - 13 EE","Add-On Business","AE","Other",0,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000015AdfBQAS","CMRCL","AMER","<1K",0,"Advantage ID_OEM","Add-On Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M00001507I2QAI","ESMB","AMER","<1K",300,"Nurse Next Door - Chapi","New Business","SDR","Other",0,"Y","Professional Services","<50","Basic"
"0060M0000153sFKQAY","CMRCL","AMER","1K-5K",1002,"Level 5 Drywall-(+10) +5PE + Inbox","New Business","SDR","Chat",0,"Y","Professional Services","<50","Basic"
"0060M000015JdVGQA0","ESMB","EMEA","<1K",960,"Eames Consulting Group_OEM","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Basic"
"0060M000014F6IgQAK","ENTR","AMER","<1K",159.12,"Ineight_ISVForce","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"0060M000011lGt3QAE","ESMB","AMER","1K-5K",4500,"controlPLAY #CP #Project - +10 Engage","Add-On Business","AE","Other",0,"Y","Communications & Media","<50","Basic"
"0060M000014iPCdQAM","ENTR","AMER","<1K",924,"Northeastern University 2 +25 DDC Clean (950)","Add-On Business","AE","Other",0,"Y","Education","<50","Premier"
"0063000000wIfpDAAS","ESMB","AMER","<1K",0,"Waterfront Financial Group_OEM","Add-On Business","AE","Other",1911,"Y","Financial Services","<50","Basic"
"0063000000wLYonAAG","ESMB","APAC","<1K",300,"TFI (+5 Force.com)","Add-On Business","AE","Other",1823,"Y","Education","50-200","Basic"
"00630000011emhvAAA","CMRCL","AMER","5K-10K",7110.01,"PSC Industrial Outsourcing, LP_OEM","New Business","AE","Other",1099,"Y","Manufacturing","<50","Basic"
"0060M000013X9zUQAS","CMRCL","APAC","10K-100K",43200,"NFLG-(+30) 30EE","New Business","BDR","Other",0,"Y","Manufacturing","1000-5000","Basic"
"0060M0000150hB0QAI","CMRCL","JP",">500K",518400,"Japan Human Support Cooperative - EE+2(2)【開発用ライセンス】【Blue Tiger】","New Business","AE","Other",0,"Y","Other","50-200","Premier"
"0060M000015O961QAC","CMRCL","EMEA","1K-5K",1920,"McMakler GmbH - Webstore","Add-On Business","AE","Other",0,"Y","Professional Services","200-1000","Basic"
"0060M000015O8fKQAS","ESMB","EMEA","<1K",957.6,"GoodPractice 1 EE","Add-On Business","AE","Other",0,"Y","Education","<50","Basic"
"0060M00001503ZqQAI","ENTR","AMER","10K-100K",13200,"KP HR + (10) Analytics Platform","Add-On Business","BDR","Other",0,"Y","Healthcare & Life Sciences",">5000","Premier"
"0060M000014FKD2QAO","CMRCL","AMER","<1K",259.2,"PrizeLogic_OEM","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"0060M000014FJi4QAG","ESMB","LACA","<1K",231.1,"Via Consultoria Empresarial S/A (Fielo)_OEM","Add-On Business","AE","Other",0,"Y","High Tech","<50","Basic"
"0060M000014FJh1QAG","CMRCL","AMER","<1K",312,"Archer Atlantic Global Logistics, LLC_OEM","Add-On Business","AE","Other",0,"Y","Travel, Transportation, & Hospitality","<50","Basic"
"0063000000zDVhaAAG","CMRCL","APAC","10K-100K",92400,"Loan Market Group Employee Intranet +1,000 Employee Communities","Add-On Business","AE","Other",1466,"Y","Financial Services","1000-5000","Basic"
"0060M000014ilUuQAI","ENTR","EMEA","<1K",504.4,"Randstad Groep Nederland B.V._OEM","Add-On Business","AE","Other",0,"Y","Professional Services","50-200","Premier"
"00630000010hSKZAA2","CMRCL","AMER","1K-5K",2652,"Seamless Roofing LLC- (+4) 4 PE","New Business","SDR","Online Content Registration",1182,"Y","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000ztOIfAAM","CMRCL","AMER","<1K",120,"FitzMartin_ISVForce","Add-On Business","AE","Other",1367,"Y","Professional Services","<50","Basic"
"0060M000014zeeMQAQ","CMRCL","EMEA","<1K",0,"courtesy community user","Courtesy","AE","Other",0,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0060M000014EjXFQA0","ENTR","AMER","10K-100K",52674.24,"GitHub UE Upgrade (235 UE)","Upgrade","AE","Other",0,"Y","Professional Services","200-1000","Premier"
"0060M00001513xsQAA","ESMB","EMEA","<1K",707.76,"NFIR B.V. - 6 SLE (3 prebook)","New Business","SDR","Demo Center Registration",0,"Y","Other","<50","Basic"
"0060M000015BfSRQA0","CMRCL","EMEA","10K-100K",60480,"Jollyroom AB - Service Cloud flex +10EE","Add-On Business","BDR","Other",0,"Y","Retail & CG","50-200","Premier"
"0060M0000150sP0QAI","ESMB","EMEA","1K-5K",1008,"Beck et al. - Add On - Quip - Business - Ecommerce","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0060M0000150upoQAA","ESMB","AMER","1K-5K",1954.29,"Schoox (1+) 1 SC EE","Add-On Business","AE","Other",0,"Y","Education","<50","Basic"
"0060M000014LtpnQAC","CMRCL","AMER","<1K",180,"CoorItalia - (+1) 9GE","Add-On Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M00001424aYQAQ","CMRCL","AMER","1K-5K",1444.5,"Ackroo + 1 EE (12EE)","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"0063000000yyJlPAAU","CMRCL","AMER","<1K",270,"Socrata Inc._OEM","New Business","AE","Other",1452,"Y","High Tech","50-200","Premier"
"0063000000uMBCqAAO","CMRCL","AMER","10K-100K",18720,"Sun Plastech-(+16) 16 EE","New Business","AE","Partner Sourced",2148,"Y","Manufacturing","<50","Basic"
"0063000000ZfpbSAAR","CMRCL","AMER","<1K",0,"New York Media (+4 CSS)","Add-On Business","AE","Other",3065,"Y","Communications & Media","200-1000","Premier"
"0063000000vWdrNAAS","ESMB","LACA","5K-10K",7224,"Grupo A (+7) 38EE","Add-On Business","AE","Other",1970,"Y","Manufacturing","200-1000","Basic"
"0063000000yTSczAAG","CMRCL","EMEA","1K-5K",1560,"Samsung Electronics-2 PE","New Business","SDR","Contact Me Form",1562,"Y","Professional Services","50-200","Basic"
"0063000000yU4TMAA0","CMRCL","JP","100K-500K",316800,"Nagoya Disc Co.,Ltd - EE+1(6),Premier Success Plan","Unpaid","AE","Other",1551,"Y","High Tech","<50","Basic"
"0063000000yU5ClAAK","CMRCL","APAC","5K-10K",9000,"NCML - Sales Cloud +10PE (10PE)","New Business","AE","Other",1551,"Y","Financial Services","50-200","Basic"
"0063000000yU9PrAAK","CMRCL","AMER","<1K",300,"Find Your Trainer - Webstore","New Business","SDR","Other",1549,"Y","Other","<50","Basic"
"0063000000zhSTFAA2","ENTR","EMEA","<1K",0,"Stichting Leergeld Veldhoven en De Kempen-","New Business","SDR","Other",1360,"Y","Other","<50","Basic"
"0063000000zvJgoAAE","CMRCL","AMER","<1K",27.5,"Ring2 Communications LLC (dba LoopUp)- Additional Records corp Data","New Business","AE","Other",1354,"Y","Communications & Media","50-200","Premier"
"0063000000zvJMoAAM","CMRCL","AMER","<1K",702,"Armored Cars - (+1) 6 PE","Add-On Business","AE","Other",1354,"Y","Manufacturing","<50","Basic"
"0063000000zgow2AAA","CMRCL","AMER","1K-5K",3000,"DBRS +data.com (20 UE + 4 Force) rpl","Replacement","AE","Other",1378,"Y","Financial Services","200-1000","Premier"
"0063000000zb82PAAQ","ENTR","AMER","<1K",436.12,"Mastercard APW Sandbox Swap","Add-On Business","ECS","Other",1378,"Y","Professional Services",">5000","Premier"
"0063000000zgW1yAAE","CMRCL","AMER","<1K",300,"ORIS Intel - Webstore","New Business","SDR","Other",1382,"Y","Professional Services","<50","Basic"
"0063000000x5wdNAAQ","CMRCL","AMER","<1K",300,"Olympian Financial Inc - Webstore","New Business","SDR","Other",1661,"Y","Financial Services","50-200","Basic"
"0063000000x5n3pAAA","ENTR","EMEA","<1K",0,"Capita Registrars 1EE Licence Transfer","New Business","AE","Other",1668,"Y","Professional Services",">5000","Basic"
"0063000000x5nC8AAI","US PS","AMER","<1K",0,"LT from Q-1549934","Add-On Business","AE","Other",1668,"Y","Public Sector",">5000","Basic"
"0063000000xQ1y1AAC","ESMB","AMER","<1K",702,"Ifficient (+1)11PE","Add-On Business","AE","Other",1675,"Y","Professional Services","<50","Basic"
"0063000000xQ2B5AAK","ENTR","AMER","<1K",138,"New Era Tickets (dba FanOne Marketing - Providence) +6UE (7) LT","Add-On Business","ECS","Other",1675,"Y","Communications & Media","50-200","Premier"
"0063000000x3cpHAAQ","ESMB","EMEA","<1K",672,"Centogene AG - Webstore","Add-On Business","AE","Other",1756,"Y","Healthcare & Life Sciences","200-1000","Basic"
"0063000000xkyClAAI","CMRCL","AMER","1K-5K",1902,"White Hawk Consulting (+dc)","Add-On Business","AE","Other",1609,"Y","Professional Services","<50","Basic"
"0063000000yW0LlAAK","ESMB","EMEA","1K-5K",1620,"antara - Webstore","New Business","SDR","Other",1513,"Y","High Tech","<50","Basic"
"0063000000yp0SvAAI","ESMB","EMEA","1K-5K",1404,"Knowledge E- 1EE pot 4 sfa and 1 SC","New Business","SDR","Sign-Up Form",1416,"Y","Professional Services","<50","Basic"
"006300000118hfiAAA","ESMB","AMER","<1K",975,"Covariance Biosciences - (+1) 1 PE + PSA","New Business","SDR","Inbound Call",1135,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000zapS2AAI","CMRCL","AMER","<1K",120,"Alumni Connect (+2) 2 CME","New Business","SDR","Inbound Call",1380,"Y","Other","<50","Basic"
"0060M000014Hy4yQAC","ESMB","AMER","1K-5K",1800,"Callan Capital (2nd Org) (+1) 1 EE","New Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0060M000014I282QAC","ESMB","EMEA","1K-5K",2606.5,"U Value Insulation 5 PE Ramp","Add-On Business","AE","Other",0,"Y","Manufacturing","<50","Basic"
"0060M000014I2c7QAC","CMRCL","AMER","1K-5K",3053.33,"Active Motif - (+2) 27EE","Add-On Business","SDR","Other",0,"Y","Healthcare & Life Sciences","50-200","Basic"
"0060M000014I2IbQAK","CMRCL","LACA","10K-100K",32774.94,"AT&T México (+62) 62 SFA UE +73 Partner Comm","New Business","BDR","Other",0,"Y","Communications & Media","1000-5000","Premier"
"0063000000ziFBZAA2","CMRCL","APAC","10K-100K",82350.15,"[Frensworkz] Chinabank Payments (Beijing) Technology Co., Ltd.- (+103EE) 103EE","New Business","SDR","Demo Center Registration",1344,"Y","Financial Services","1000-5000","Basic"
"00630000012UqgIAAS","CMRCL","EMEA","5K-10K",6313.8,"Porta Romana +9(25)EE","Renewal","SDR","Other",0,"Y","Professional Services","50-200","Basic"
"0063000000zOjK1AAK","ENTR","AMER",">500K",1283156.52,"McKinsey & Company (+ 850) Sales","New Business","AE","Other",1233,"Y","Professional Services",">5000","Basic"
"0063000000HDOp1AAH","ESMB","EMEA","<1K",717.96,"Smart Axess Solutions 1 PE","New Business","AE","Other",3817,"Y","High Tech","<50","Basic"
"0063000000vXayCAAS","ENTR","AMER","5K-10K",5280,"Audi of America, Inc.-(+4) 4 EE","New Business","SDR","Sign-Up Form (GE)",1940,"Y","Manufacturing","<50","Basic"
"0063000000vXgbrAAC","CMRCL","AMER","1K-5K",4143.75,"Sonic.Net-(+5) 25 PE","Add-On Business","AE","Other",1938,"Y","Communications & Media","50-200","Premier"
"0063000000nef6XAAQ","CMRCL","AMER","<1K",24,"Kodima Co., Ltd. - Webstore","New Business","AE","Other",2450,"Y","Other","50-200","Basic"
"0063000000nevcoAAA","CMRCL","AMER","1K-5K",1104,"Sales Performance Intl **** (+1EE) 22EE","Add-On Business","AE","Other",2443,"Y","Professional Services","50-200","Basic"
"0063000000neZe1AAE","CMRCL","AMER","1K-5K",1905,"Concierge Auctions - Webstore","Add-On Business","AE","Other",2452,"Y","Professional Services","50-200","Premier"
"0063000000RCEkDAAX","CMRCL","AMER","1K-5K",1500,"N2N Secure (+1) 1 EE","New Business","SDR","Sign-Up Form",3417,"Y","Professional Services","<50","Basic"
"006300000137hwWAAQ","ESMB","EMEA","5K-10K",5568.9,"OurCrowd - swap for +3EE SFA (4) + 12 Platform (95)","Add-On Business","AE","Other",0,"Y","Financial Services","<50","Basic"
"0063000000GacOYAAZ","CMRCL","AMER","1K-5K",2250,"agileDSS Corporation-(+4) 4EE upgrade","Upgrade","AE","Other",3843,"Y","High Tech","<50","Basic"
"0063000000DmWmcAAF","ESMB","APAC","1K-5K",3420,"i-Link Research Solutions-(+3)3PE","New Business","SDR","Sign-Up Form",3962,"Y","Professional Services","<50","Basic"
"0063000000YffFrAAJ","ESMB","AMER","5K-10K",6360,"Infowerks Data Services-(+5) 5EE","New Business","SDR","Sign-Up Form",3104,"Y","High Tech","<50","Basic"
"0063000000Ezm81AAB","CMRCL","AMER","1K-5K",3000,"Cocha- 2 EE","New Business","AE","Partner Sourced",3900,"Y","Travel, Transportation, & Hospitality","200-1000","Basic"
"00630000010PKeDAAW","CMRCL","AMER","<1K",720,"VendAsta (+1) 48 PE","Add-On Business","AE","Other",0,"Y","High Tech","50-200","Basic"
"00630000010PPf9AAG","ENTR","AMER","1K-5K",1080,"The Nielsen Digital - Add on storage 500 MB","Add-On Business","ECS","Other",1134,"Y","Professional Services","<50","Premier"
"0063000000PFfuLAAT","ENTR","AMER","1K-5K",3468,"LinkedIn (Ad Sales) (+2EE)","Add-On Business","AE","Other",3503,"Y","Communications & Media",">5000","Premier"
"0063000000x3JeJAAU","CMRCL","EMEA","1K-5K",3627,"Educamos 5 users Aug 2013","Add-On Business","AE","Other",1766,"Y","High Tech","200-1000","Premier"
"0063000000x3HfjAAE","CMRCL","AMER","1K-5K",2760,"Stay Classy - Replace 10 DDC Clean w/ 2 Corporate Prospector","Add-On Business","AE","Other",1766,"Y","Other","50-200","Basic"
"0063000000xXfPTAA0","CMRCL","AMER","<1K",156,"Group Mojo - (+PSP+) 1PE, 1Data, 1PSP+","Add-On Business","AE","Other",1634,"Y","Communications & Media","<50","Basic"
"00630000010jWsiAAE","ESMB","JP",">500K",991200,"KGS Inc.Pardot Standard","Add-On Business","AE","Other",1089,"Y","Manufacturing","<50","Basic"
"0063000000wMThMAAW","CMRCL","AMER","1K-5K",1605,"Procore Technologies (+1) 25 EE","Add-On Business","AE","Other",1794,"Y","High Tech","1000-5000","Premier"
"0063000000x2qQTAAY","ENTR","AMER","1K-5K",1500,"Veolia Separations Division - Webstore","Add-On Business","AE","Other",1781,"Y","Engineering, Construction, & Real Estate","200-1000","Premier"
"0063000000x40pDAAQ","CMRCL","AMER","10K-100K",23035.8,"Siriusware (+21 CSS) 35 EE","Add-On Business","AE","Other",1744,"Y","High Tech","50-200","Basic"
"006300000137gWJAAY","CMRCL","AMER","10K-100K",81600,"CPS Security +80 EE","New Business","BDR","Other",0,"Y","Professional Services","1000-5000","Basic"
"006300000137uG7AAI","ENTR","AMER","10K-100K",34365.84,"Hollister Incorporated - +32EE (726 EE Sales Cloud) & +5EE (100EE Svc Cld) Aus.","Add-On Business","AE","Other",0,"Y","Healthcare & Life Sciences","1000-5000","Basic"
"00630000013oNawAAE","ESMB","AMER","5K-10K",7200,"Pushwoosh- (+10) 10 EE- 4 ramped out","New Business","SDR","Contact Me Form",0,"Y","High Tech","<50","Basic"
"0063000000g2PDcAAM","CMRCL","AMER","<1K",780,"Equity Corps - Webstore","Add-On Business","AE","Other",2822,"Y","Professional Services","<50","Basic"
"0063000000gB3nsAAC","CMRCL","AMER","1K-5K",1425,"Alternative Energy Solutions International, Inc. - Webstore","Add-On Business","AE","Other",2815,"Y","Other","<50","Basic"
"0063000000jSANUAA4","CMRCL","AMER","<1K",300,"Knowlton Golf Course (+5) 5CME","New Business","AE","Other",2715,"Y","Retail & CG","<50","Basic"
"0063000000eUp21AAC","CMRCL","AMER","1K-5K",2592,"Liturgical Publications Inc (+3) 22PE","Add-On Business","AE","Other",2879,"Y","Communications & Media","200-1000","Basic"
"0063000000fccsIAAQ","ENTR","AMER","1K-5K",4800,"Onpharma Inc. (+400) 500CP Session Logins","Add-On Business","AE","Other",2837,"Y","Healthcare & Life Sciences","<50","Basic"
"0063000000lgsNnAAI","ENTR","AMER","100K-500K",232320,"Emdeon (+160 SFA)","Replacement","AE","Other",2576,"Y","High Tech",">5000","Premier"
"0063000000lggQ5AAI","CMRCL","AMER","1K-5K",2460,"Firepower Marketing Inc (+2) 12 EE","Add-On Business","AE","Other",2579,"Y","Professional Services","<50","Basic"
"0063000000jSByCAAW","CMRCL","AMER","1K-5K",2016.11,"Lakeview - Swap 12 Chatter Plus for 12 EE Platform","Add-On Business","AE","Other",2715,"Y","Healthcare & Life Sciences","200-1000","Premier"
"0063000000fdr0ZAAQ","ESMB","EMEA","<1K",204,"Caged Tigers- 1GE","New Business","SDR","Sign-Up Form (GE)",2836,"Y","Professional Services","<50","Basic"
"0063000000cxnS0AAI","CMRCL","AMER","1K-5K",2400,"HEALTHCAREfirst - (+2) 51 EE","Add-On Business","AE","Other",2935,"Y","Professional Services","200-1000","Premier"
