"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
4,SUNU2X6OQZXPI4ZKACU259SDTH2HLC2CG0OJVMVRU0KX6V12MYW2FTJ8EVSU4ZTHDUTP1S298MS3E5UN20F,"Add-On Business","AE",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Financial Services","2501-5000","AMER","Unlimited Customer","Top"
XIZG15B,XQ9S3E56XX2FXJ1E9K2JTP985OIRLXPOAFQWTZGRPLVYZE7,"Add-On Business","AE",,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","EMEA","Consulting Partner","Work.com",,"Retail & CG","2501-5000","EMEA",,"Large"
MYZRKQJVGKU,EOABCKI6QPK6LOTL3E14WA7H9V6I005FDUVTFQ2ZKDQNH2ZZ2N,"Add-On Business","AE",28,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","APAC",,"Work.com","Work.com","High Tech","46-200","APAC","Enterprise Customer","Medium"
0,FXGJ3LVYG9FEYCOIQ1CF3BHT4LYMXAAQMFOGKG36RVCU89,"New Business","AE",582,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Flagship"
6YEY,BHIB98UM31O57FE58,"New Business","Alliances",28,"(01) <=$25K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
56NU8NW,IJIGTUEZCIHRYAJ1UZ1LUKH79SH8MCCFUH04AIXILW3E0RFRMO53DJM9LQG4BR3RT3JGWXZY5FJ1W0YJT1CEAHHOY,"Add-On Business","SDR",938,"(11) >$10M+","Other","N",,,,,"Work.com","Financial Services","10001+ ","APAC","Professional Customer","Large"
NCKI1ZNI1U,ITL75QTZCUODLXQGZQLGGRFW96JGZ7IOH5F3109SPC636O,"Add-On Business","EBR (Mktg Infl)",174,"(03) $50K - $100K","Sales Generated","N",,,,"Work.com",,"High Tech","10001+ ","AMER",,"Very Small"
S32Y23CX2C21P,ADDFSZRPXT54D0T8OXTFRWAHJPQMX0F4HSE,"Add-On Business","ECS",148,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com","Work.com","Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
2FQAHC5,LWWCHR19RD33OKV5B9CHWSO9V7284WNZ6R82BNKCFQ6SUARQL,"Add-On Business","AE",87,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Professional Services","1501-2500","APAC","Unlimited Customer","Top"
B7SXJH9U600T,YAB86O8LMRX08GR65FDCA1L2AH1N5YEGEFHYYBY2A6D7S0LV9YS3EG6U077U0DIAQU1R4XB0AZLMFI1H9QWWS8UKAIRQAD,"Add-On Business","Alliances",972,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner",,"Work.com","Professional Services","2501-5000","AMER","Unlimited Customer","Very Small"
FNLQA,7F5OOK2AR7X5WKZ0ED,"New Business","BDR",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","1001-1500","EMEA",,
JPGNEO,MM41QTZE0PYUDZN5YFV2XOPCRZ5ALFP2WTJL6S15FCIQZ6QNNJP88YAN1V1ROF6XQ1R6MXAXYY2965VH8LTNV8WV94TSI5JRY066K5YFU255H0MONS5BR,"Add-On Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Gold",,"Work.com","Financial Services","5001-10000","LACA",,"Large"
9JJ8MVWXW5X,YKNYH89JGOAFLV75DY6P4V5RGODULJY46L9HJ03ZJS40G32ZLQ5PIZG80AQ792054X2KUXAB3T4U96EHQ3TGEN5B4APQUBLS3,"Add-On Business","BDR",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Financial Services","46-200","AMER","Unlimited Customer","Top"
GFKOWKW3KU,8MENQOQCUE0RCPJYSTGT0KK3E71QUNM0PG8GZF24VDI81WJZUKCWSO,"Add-On Business","BDR",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Professional Services","2501-5000","AMER",,"Large"
VAXIKV2I,EDBYKSYJPB2AN4I0VFWF2WU23SQFKX682VGS2M0D6ZPAOC88195NTD3QRPHVHSKYLRQLIZCAC2E5ZACV4NZFG5YCZ83IN9I5M56ATCNKB6TQD43WN2,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","10001+ ","AMER","Enterprise Customer","Medium"
NF02I70CF0VA4IG,A0L2TNOAJLTEGDU3KBVW8S3QDIE7MT2OEWL89T8LXULGZZMIZBRHT44X65UCK7X5D7SAOBFP6RL65B6M4RPC7VLYWCIAU6DB05CGZC0JS5,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","201-500","LACA",,"Large"
U1,LXKCJ097JMPY5ZB5,"New Business","AE",,"(04) $100K - $150K","Cold Call","N",,,,"Work.com",,"Healthcare & Life Sciences","1001-1500","AMER",,"Very Small"
EO06BIR,48E8T1C82SOO,"New Business","BDR",86,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Financial Services","1001-1500","EMEA",,"Flagship"
B7NNFVOP20R,JLSXNDTCHG52GWP51RKQ9UP1DWQG77E9F83,"Add-On Business","Cloud Sales",,"(03) $50K - $100K",,"N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"High Tech","10001+ ","AMER","Enterprise Customer","Large"
8GF0SRE1,TAIW1JB4XCVAGZ9ISKGGBDCAUROQ5NBV90D0A63XVINKA9ZRT5R83BOUGSX0HYGS4KDUDQIKAVBSJX71A34ERXDWPEBNWLWS9Z0W695Q7IY96TG4D,"Upgrade","SDR",1339,"(01) <=$25K","Other","N",,,,,"Work.com","Engineering, Construction, & Real Estate","1001-1500","LACA",,"Very Small"
HE,NR2RRE3VRNZC7FATKCSOFMQ4MDDPLWL0JDI2I90AIE0XFOPMD1ALRMFBWQ1JE32NDXM578TYKS6TTIYXX9PUTDLV8ZUO7OY2AHIW5FWCB5DM4,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","2501-5000","AMER","Unlimited Customer","Top"
E9M1L7EVFNV7PT,TSQH8TBOQ213FS9,"Add-On Business","AE (Mktg Infl)",171,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","APAC",,"Sales","Work.com","High Tech","46-200","APAC","Enterprise Customer","Medium"
RDF0NOVF399PN8,M011OTH5S6MUQNDM3F88YI6093WCR1TNW9WAB7KFFBW0IIXZCB1I0NA4QKNRNY9433ZXE673PGKL8S3PU,"Add-On Business","BDR",166,"(05) $150K - $250K",,"N",,,,"Work.com",,"High Tech","1501-2500","AMER","Unlimited Customer","Top"
2P7NHUXRL,TLZSEXNQKI4O0QMC,"Add-On Business","AE",,"(01) <=$25K","Cold Call","N",,,,"Work.com",,"Manufacturing","501-1000","AMER","Professional Customer","Medium"
AXU24OOITL6,KLZN7HBXDSR2794,"New Business","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
69PY1TDZSHP4MPQ,CJVQ12YZQRG4Y,"New Business","BDR",35,"(03) $50K - $100K",,"N",,,,"Work.com",,"Engineering, Construction, & Real Estate","46-200",,,
OUE,KKE9DD8EV8XD3EZX52O818W0Y7KZ63WSK1MEYHPM94EUUBCYNZ6H2B75BNJ,"Courtesy","AE",,"(01) <=$25K","AE Generated - Create Account","Y","No Partner","AMER",,"Work.com",,"Professional Services","201-500","AMER",,
RYQ53P,LL02F8EJPDZMYHQZO7DSVE4MQJBK64J31Z32SYGBC7C55ZVQWT9N2B7KOCQ7QPUZZ41IEWSM9KJ9WIS0943NXEIZKMBDE,"Add-On Business","AE",254,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Professional Services","201-500","AMER",,"Very Small"
9GFP61D,VTC3J799YCV3ULSYQDQFRSE,"New Business","AE",54,"(01) <=$25K",,"N",,,,"Work.com",,"Communications & Media","2501-5000","AMER",,"Very Small"
FOD2K,WZQRHO3PYU9SMT9UT5RRMYP63T9XEHE6EPSDBWZB44O1TRJAR6EQPLAAFFF4L52CSAX2L7MW3T7PG3Q6WBUQZJ1QL7VUQCU8QOO1ZDNYDQM45DFMT4H8,"Add-On Business","BDR",1340,"(05) $150K - $250K",,"N",,,,"Work.com",,"High Tech","1501-2500","AMER","Unlimited Customer","Top"
V8PA0GGTCVAFTF9,Q8SF54ZL1IOZLWJJ4QVYS17GKTRAG883CT1T66AP58S5CP4TNJCG9AZPV1K9AUDJK4PQ3NGOWMXY,"Add-On Business","AE",69,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER","Performance Edition","Large"
5,PA2RNLXMZB4619F0X3RCJLWGL3NQ1D35OBZR2BHWY4FDXM30UQ6TBQ5CE2OC7XCBS9445C53OUY4MJYOB92Z3PQ9O5MAW,"Add-On Business","SDR",,"(01) <=$25K","Partner Referral","Y","Sourced Lead","AMER","Consulting Partner;OEM;ISV Partner;Content Syndication;GPA",,"Work.com","Healthcare & Life Sciences","2501-5000","AMER","Enterprise Customer","Small"
H422DZQ8S5TP,HAWNE3TKAD9CCC2OLYPNT6FAGDXP6TBGDCBX3ORY58LMAV,"Add-On Business","Cloud Sales",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
ZC,QGSEDSN0KPC,"Add-On Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Mega"
BC3DZU5,T38F9S7C337MH680C2CZ48DD6XFSJJTNQP4HTKCE41Q4Z2O6R6IDXW6NQ0MOV3DTENIMH7YTW8Y3B38RT0OX4WB7QQETEESG6IKRVNVW9QPB2WARQJ4T,"New Business","Alliances",11,"(02) $25K - $50K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner;Content Syndication",,"Work.com","Healthcare & Life Sciences","201-500","APAC",,"N/A"
M1NDC76M41N64X,DVTGVEAM7KZ1QG7PA4P09FRGFGOVPC6U5ZY4JJJ152D71FT5YEYJ1V88K1F4DHGT9BRCXPXJ7LUY9KE4MR4OOK7TBM9UW1ZY317GE,"Add-On Business","AE",63,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","5001-10000","AMER","Unlimited Customer","Flagship"
ZD,L8VCNN0Q0D8TOEFW7OTHKJ6WQFB2WIBMQEJ3TUY5WFDOUC77RRWM0TRB7O7LDEE8BV03SEBEKB3WXM3FDUK5PJQNRWWR,"Courtesy","AE",,"(01) <=$25K",,"Y",,,,"Work.com","Work.com","High Tech","201-500","AMER","Unlimited Customer","Top"
EPMDWVSTSC3,75LP076AS8Q1U30WA5XTDAC1U541JA3IR9G4,"Add-On Business","ECS",60,"(02) $25K - $50K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
TQ96RJOR3BBII,6SFJ9LNDXM09MDWGZARD7F1L4B1LITQZLDAIK15ZG6QW5DYKYUHU4WCWD1MA40OY5F39NI29AYFEDCRJ6E6IPS6LIPD6V8Z6OWGC4,"New Business","BDR",394,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER","Unlimited Customer","Very Small"
VM8D0C366IFB6W,HEZ8IWHIAIC7BP4Y8EHQIRCKJ,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Professional Services","1001-1500","AMER",,"Very Small"
MNP,5PMW1XML851,"Add-On Business","AE",35,"(01) <=$25K",,"N",,,,"Work.com",,"Communications & Media","2501-5000","AMER",,"Very Small"
6FPJJ975UMOX,XS7DEWYIQ17GZ9JU9BE8ERNACQFFSYDFDFJDPTHP,"New Business","AE",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Retail & CG","46-200","AMER","Enterprise Customer","Very Small"
LMWSW,KBKBM9GAKW5LGYI9GXGGRFC05JP0KSH24X,"Add-On Business","BDR",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
LPPXF808KQB,PK6DTTPF26GM29HNC5QY49WP06ANH7I78060EJ5GQBT6Y2LTRIIQHCG8BNUDB7IRZHWUW483RE4T0YN9DN4OMELDVEE,"Add-On Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Manufacturing","10001+ ","EMEA","Enterprise Customer","Top"
Y6CH2LTQBJQ,TB3N5QLLMC501007XNGPSVE9KL81D9DQWPEIPVRR03KU6JJTTTMFXCDVZLJ9R28XQ,"Add-On Business","AE",265,"(04) $100K - $150K","CSM","N",,,,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Mega"
I7GEY6Z,5WYSXWOO8R8823K6E2UU5W3CR72E2UZSQH9NMUDOP2SYV143PQD8G4J8LUFOIC20F81QNWT9FAZ2J7UGS0DNE695765SBT6,"New Business","AE",,"(06) $250K - $500K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Professional Services","1501-2500","AMER","Unlimited Customer","Top"
NGD8LFXR,1225VGC3K7G3M90327EXATOCO2OYS7NHNFWC19QCBIM9VO33CX2PB2UYPA7HNJV04KTGUEOH5FM6PJ94Q4FTGI39EGGFWN7Q2DJHBT6G7,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","1501-2500","AMER",,"Top"
PN4C8SEZC,0PMM2ILPSWIPP5K5STJT10TW6IG,"New Business","SDR",,"(01) <=$25K","Other","N",,,,"Work.com",,"Engineering, Construction, & Real Estate","1-20","EMEA",,
7KWME2ASSF2OZR,1WPJN1RNJYMO51H54M0GZDETOR9ZFNYGKRK0OJAF4H5OFA8IPYOLN0CFWJ2WSCC0YQF94QRLVGM2OB3,"New Business","SDR",466,"(11) >$10M+","Other","N",,,,,"Work.com",,"1-20",,,
ZQN8EZ,EEJPD5YBIQWU61P9JARDMEAA9RO4UMERKG3WOYPIXO0AEDJ22PPY2H0K,"New Business","AE",,"(07) $500K - $1M","Cold Call","N",,,,"Work.com",,"Professional Services","10001+ ","AMER","Enterprise Customer","Large"
B9G0SJZLP6MBE91,FQI5F0LU0YNF39BP6DDYR5CLDWQZ4WGR,"Add-On Business","EBR",174,"(03) $50K - $100K","Sales Generated","N",,,,"Work.com",,"High Tech","10001+ ","AMER",,"Very Small"
NTSZT39Y,KRHI1ICKU8I0HOP6H,"New Business","SDR",2,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner",,"Work.com","Education","21-45","APAC",,
5O,5X7KHD43GJ1SUGQ2LG414HEMEKB0NONWYXL3X7YPGDBCFSS49M7,"Renewal","AE",,"(05) $150K - $250K","Salesforce AE","N",,,,"Work.com",,"Public Sector","501-1000","EMEA","Enterprise Customer","Medium"
I1WY,SW51OE8OZIM832AZVGTAI3NL4JQTSST1T40SPULMX7M89VBJUM0QQU92NEFGNOJU62PLHW39U19K89AMF5DLOHGZG1X1N538M,"Add-On Business","AE",158,"(02) $25K - $50K","RM","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Flagship"
3VI6Z,M9YFW3ISH4RD,"New Business","BDR",,"(04) $100K - $150K","EBR Generated","N",,,,"Work.com",,"Retail & CG","2501-5000","AMER","Enterprise Customer","Large"
JSNZZI,NFDRAUKYGFYPD9NUOSIJT05V2Z25TTV9FW,"Add-On Business","BDR",,"(05) $150K - $250K",,"N","Internal Use License","AMER","Consulting Partner","Work.com",,"Professional Services","2501-5000","AMER","Unlimited Customer","Top"
HBCV03JPAIXY6Y6,AATHYST7V9MT3G0RNV,"New Business","AE",,"(06) $250K - $500K","Other","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Medium"
8PGKLU,JT7G,"New Business","Cloud Sales",,"(06) $250K - $500K",,"N","Joint Sales","AMER","Consulting Partner","Work.com","Platform (Site.com)","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Platinum"
4C2FL,VUFBL2TTXOCXXJZQGDWCCAY6TEGNRHVGBMKCI6,"Add-On Business","AE",75,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Medium"
J,BQW8XII6Q7YBTTVT5KY1F3T6KQB,"New Business","AE",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Retail & CG","10001+ ","AMER",,"Medium"
44AJOX0YQRXIG,0JENXQRP5JCYRDAQYC75RGDXALW00RDFVOHDF85O8RCCC1U8G93I6UCK9DUV5B4QV59J23NS4S1E,"Add-On Business","AE",178,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Unlimited Customer","Top"
M,9ZDXMFHW7NQ9VB1M8J1AGASZDUYL74600SWARH513KIAU875KQUKIEET58HKVQZHKYFE7V08TXRL,"New Business","AE",,"(11) >$10M+","Partner","N",,,,"Work.com",,"Professional Services","1-20","EMEA",,"Small"
ML2Y6EJQAAMX7H,N39NKK19GV06V5CD4H1UG9VH2W1P2BFEY8SM31ESV12ZSEHHZK0SCNY6AVIINHZP6I4BY1IWINC399A0WSZSN4BQJ9ZG,"New Business","SDR",444,"(01) <=$25K","RM","N",,,,"Work.com","Work.com","Manufacturing","501-1000","APAC",,
HN0TNTCVNHNBWGP,M2I4HE7JGAU9QZ883LB0SOV9THGO28DFV4733UG92X4WRHB4SKG6KHBQJ69G5P3076PQKEH9PVGC06QKDYWJ6MKMPUNS1MGQXQ3CHQTCTGWU69GMCBLO71Y,"New Business","AE",,"(06) $250K - $500K","Cold Call","N",,,,"Work.com",,"Professional Services","10001+ ","AMER","Enterprise Customer","Large"
KC567Z6BSPFZ,FBY9IZI3W6LRL,"New Business","AE",1511,"(02) $25K - $50K","EBR Generated","N",,,,"Work.com",,"Manufacturing","501-1000","AMER",,"N/A"
T6KCUQ7FRHFS4WX,HGN77FIPK47XL9RKB96DNUWCDAN8ZTVZLXQ3PKGTFF1SBQ2LTIYWS1ZT6TP58PRWURC0LKBKR5GEPJNBJBL9WROSQRSAJFQBHELX7UQKKA513IK5K2V,"Add-On Business","BDR",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Professional Services","10001+ ","AMER","Enterprise Customer","Large"
8TCIU4C1,XSPKHTV2W9PG9130IXIN91RR6KKF7CFDG5V74GAC9Z5ZUJFEWSULAOSQDJGV2AGELZKJ1,"Add-On Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER",,"Medium"
DRDBXWV9CRENG,WJNKT3F1P43UQH77IJ3NQURLYOL2UUKCVS4GW5Z448OCUVCKA2GNTS2OKFW,"New Business","ECS",1717,"(05) $150K - $250K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
CSXJPJKUJRECK,MKZFESJRWANCQS799J,"Add-On Business","AE",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Engineering, Construction, & Real Estate","5001-10000","AMER","Unlimited Customer","Flagship"
Y94SN9Z1L960,B069JW79O8T90TBX2995JO9R7JQJOSEUGC4T8O,"Add-On Business","AE",146,"(01) <=$25K","RM","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
K7P,GIZNJRR2AGV7PCXEDXW59TDU7RRYJ14GWR2VNW3HAWZ1QI46S81YF2M45XGUS1E8YBKWF800W8V033ZV40W8DQYET2ZDVLJTHWTPJJYHZWRQLIMA,"New Business","AE",,"(06) $250K - $500K","Other","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Medium"
01FVGF2,1Z6XUEL30HM46X9D2EUCD32V9ROWJCVVLPZ9YQVKBKHDXPKT4YUNXBQXHBGSJNK10XTDRK,"Add-On Business","AE",148,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com","Work.com","Communications & Media","2501-5000","AMER","Unlimited Customer","Top"
UZBC2UZ,2V9WISL4YOBTL8MKV2BX4XWNODBGIJ65,"Add-On Business","AE (Mktg Infl)",81,"(02) $25K - $50K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;ISVforce","Work.com","Work.com","Financial Services","46-200","AMER","Enterprise Customer","Large"
184X7CBYD6B6OT,D5MNXIH39GE5MQRM4SQ931V0K1KGOJBT03DPM000WXSM15MAULX7IWXR69Q3KSWFUHTJZERVOAKPVUHUPKEOODL89AN1PWBMS1GZ,"Add-On Business","AE",,"(11) >$10M+","Cold Call","N",,,,"Work.com","Work.com","High Tech","2501-5000",,,"Medium"
0HMG5YZKTVEOY,PUJGZU1ZIF1WIT7A2VVLVMWNAEJWYGKUUH18UCSOFFZHNKU1TB54GIWP8BRBESO2K36PSTVJSRDY7FUWE4KDN07BWZ,"Add-On Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Mega"
10OEC4JNBHQR0CQ,6LM0VKBHX0835BEW7EVIUTMD4R0QAANQQVYI0NJFJCIUWKC2I2D2DXUG46EV3WUC0TJLTKDHS6SHN6QM68UUMV8ME5HNL0WL2ZZQC3V56A3J45PLKX2F,"Add-On Business","ECS",,"(05) $150K - $250K",,"N","No Partner","AMER","ISV Partner","Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Medium"
FDJNAHYSBD0C,K8RIRGXVD7N51IV,"Add-On Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N","No Partner","AMER","Consulting Partner","Work.com",,"High Tech","501-1000","APAC","Enterprise Customer","Large"
YQR,93NZSJ15OP73G46A7KTN2E3SZ2FU9CCYDIGZ8XF7X9TX30N9C06HQG9W44E0O8X8XYIURHHK09U4KS0S,"New Business","ECS",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Public Sector","201-500","AMER",,"Small"
HBLH8EXY65GZA,XB9N2OQC0H8CKM53Y4FTOO90WL5QPS1A8MJGNHM8JTWQXFIRJSOQ6ETX7GZD1HE3YKOT5IJYMPYO10YEYIMY6AR6R8SX4VGECK9,"New Business","AE",,"(11) >$10M+",,"N",,,,"Work.com",,"Manufacturing","10001+ ","EMEA",,"N/A"
D3RVWDTJ,PZOF8Y989ADUNL6DVZGJ9RVDVKW7ILGURJYXJOCQK81KHN46LSAFRTRU,"New Business","EBR (Mktg Infl)",9,"(02) $25K - $50K","Email Marketing - SFDC","N",,,,"Work.com",,"Healthcare & Life Sciences","1-20","AMER",,"N/A"
5QTVAU6UCL0MO,VAI4Z0T4SIERQZDFLSAIKU3YF8I31FUB5YDWRP4FEVPYIG40DUG2EH5L19,"Add-On Business","AE",80,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","10001+ ","EMEA","Performance Edition","Top"
7UECU,WRP,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","2501-5000","AMER","Developer Customer","N/A"
A,A6AS7N7UML9,"New Business","BDR",,"(06) $250K - $500K",,"N","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Mega"
OGOGF9YTHADW51F,Q0WTLDXJK93WQ2JO4CJ04XWERMDPDJYODM5GJ9,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Communications & Media","1-20","AMER",,"Large"
EN0K3G2JX2Q9W7R,ZHPUIJTILK6G9JP23PD2MW5V5FJ70GYAU4WAMPFHBV4OK43QT3LYI,"New Business","SDR",,"(01) <=$25K","Website","N",,,,"Work.com","Sales","Manufacturing","46-200","AMER",,
8J86MZ106,M116G2S1CNQMGE6X1O0S3OTYKX5I5QH1O1T57AP70WRPQVOK1QVQF68K3YXTIGQLDSX84JCP9104OUY3F5QME1MA5I3UZPI7KE7H0JN59P7F,"New Business","ECS",,"(03) $50K - $100K",,"N","Joint Sales","AMER","Consulting Partner;GSI;ISVforce","Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
TCKJ427UHJ5N,6KYBMJCHVB696PI8GY6RA5G08L0WJCVJJ090EG0609506TG3NK2K0Q3Z6KX8,"Add-On Business","BDR",,"(03) $50K - $100K","Solution Specialist","N",,,,"Work.com",,"High Tech","1501-2500","AMER","Unlimited Customer","Top"
1Q9WU3AZP1Z2,IYYH6JQOLO8UYCQIA1QTAU828IUWOQIAD5BUNOIPHYYZTWFZLJPGC924L1O64NKR0E9K,"New Business","AE",,"(06) $250K - $500K",,"N","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Mega"
WYM1877HS2,59WH67D4FMOGBRPXV0MSIFE1ZTWO4DIILT7LHWYV5H1688OWMG3H3UUOYJWFFQ7ZXM,"New Business","AE",1779,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Manufacturing","1-20","APAC",,"Very Small"
4KD2TH06D,NF6HTLND5TIGZB8QHI7W4A62ZAR,"Add-On Business","Cloud Sales",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Large"
EO,ID8P2X0C4F5W31OR2ZMWDH2GBYVWPKAZK7IWNJ9MBBR4OMMHNBQCUXUYJ3UY8XG,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Professional Services","46-200","APAC","Enterprise Customer","Small"
S91QZ51PQC,N5ISKBOEMHJGQOWMPIX366HRI73KPAO2XURD07ZTEITISNQ55SQUFQJB2H0YN5GWIC6NX161S,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N","No Partner","AMER","Consulting Partner","Work.com",,"High Tech","501-1000","APAC","Enterprise Customer","Large"
0Q6POMPP3G787AK,GUGLOAUAI5031HO6E1HTQNQF9KIBHJRAHG68UCVCVQ1943E15A1PA0QVNL2NQZSXKEJLP5IA5MOUNF0NR5O6B7QTHTGDS10HXCQ34E1XFJ4C,"Add-On Business","AE",,"(03) $50K - $100K","Partner Referral","N","Sourced Lead","AMER","Gold",,"Work.com","Communications & Media","2501-5000","LACA","Enterprise Customer","Large"
1UG7YQ1PS0,4U3BGJ999Q4STINWFF6BIDX9VFTY1NMV8IRZSISA1701ANUWIUZN3XBFO1CFRBCKUY,"Add-On Business","AE",116,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Communications & Media","501-1000","AMER",,"Large"
4S3W7U9WZDW,IVB2,"New Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","201-500","EMEA",,"Very Small"
ZZZD,XDBTWHMAL9VALI2J0PHKIZH62OLQ8Z0XV,"Add-On Business","BDR",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Financial Services","5001-10000","AMER","Enterprise Customer","Large"
V9BHN1S,2OCLF2AF07VVG646ID5,"New Business","Alliances",116,"(05) $150K - $250K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
